6.599113758512306638e-02 1.341417209621889421e-02
8.478529538402629351e-01 1.786871239282229740e-02
8.578230632060430683e-01 1.633994437091721222e-02
8.540044107793343109e-01 1.717226003311073460e-02
8.354540140409221216e-01 4.981676118651628266e-02
7.119630204768967463e-01 1.522352989797589040e-01
4.782647961891578481e-01 1.723314009322997886e-01
3.866269519941651911e-01 1.212212992787281840e-01
3.675156732988315578e-01 1.034587950765884778e-01
3.594592618169320519e-01 9.395661754929250653e-02
3.440084433211204606e-01 9.401338113732592150e-02
3.214741017691395419e-01 8.481475692796784649e-02
3.235962007999569345e-01 8.060918215656195929e-02
3.147574622677829503e-01 7.777953751872600241e-02
3.110048777349476712e-01 7.622642844549784580e-02
3.092986552447608561e-01 7.255806844156702240e-02
3.097612300517919581e-01 8.112084930831084395e-02
2.994534828560475037e-01 7.271144531529896704e-02
2.854528117553165600e-01 6.865938925732420484e-02
2.888629641110643242e-01 6.900325807473263462e-02
2.859875098486195921e-01 7.034609252513550348e-02
2.869888624726368298e-01 7.238241117640045741e-02
2.836815507006194004e-01 6.411707438470587439e-02
2.942865487246487666e-01 6.545767293699059075e-02
2.750076279537540525e-01 5.525327273949433293e-02
2.811767696348035916e-01 6.004613106222388141e-02
2.744874142194788091e-01 6.680630591779114502e-02
2.752034001827358134e-01 5.982533571008069595e-02
2.759801369583745334e-01 6.674457601555774944e-02
2.759767236877266883e-01 5.955245975904675110e-02
2.713210631183096688e-01 5.949649073187680132e-02
2.789563862252927295e-01 6.309143245497401964e-02
2.869546341199716855e-01 7.412835454957147907e-02
2.933538584598436860e-01 7.923425200423313275e-02
3.037793837537814956e-01 9.544229767596912328e-02
3.108549297202964912e-01 9.795624276708719824e-02
3.131652021733989377e-01 1.039371181128996569e-01
3.213359025335395525e-01 1.068919962818026259e-01
3.259276625345132739e-01 1.124167862392085188e-01
3.328535471570636117e-01 1.067805641457686000e-01
3.423446187611088321e-01 1.042147858455775428e-01
3.479304066457050704e-01 1.007847177971060992e-01
3.460973391088259521e-01 1.041689287865484731e-01
3.531993800049914034e-01 9.693421412938972581e-02
3.590313793285783150e-01 9.256801722994086046e-02
3.544720917124939974e-01 9.685257937007550610e-02
3.540317591929277863e-01 9.685648323772511059e-02
3.561796088097893831e-01 9.490916530437086551e-02
3.529711287615249216e-01 9.740924304949735713e-02
3.521347462191902200e-01 9.811101036661597219e-02
