,Atlas,Representation,Accuracy,acc_std,F1,f1_std,Precision,prec_std,Recall,rec_stds
0,AAL,ising_cgd,55.16526610644258,3.2359294609404947,0.45649086117804194,0.09879884364113418,0.5193435292777397,0.040975429955618946,0.42346153846153844,0.13351079167033347
1,AAL,sFC,59.929971988795515,4.659342024467175,0.5457445292639683,0.07497248517233547,0.5851592057689619,0.062205040159665666,0.5306410256410257,0.12222622669908716
2,AAL,ising_gd,58.022408963585434,4.259535393729423,0.5093340357878394,0.07732295363678712,0.5611078117434977,0.05830726687580235,0.47942307692307695,0.111916706870742
